"","occ_binary","line","hour","day_of_week","dist_rush","to_from_bruss","vehicle_type","nr_of_stops","temperature","humidity","windspeed","visibility","weather_type","from.avg_stop_times","from.prov","from.count","from.groups","from.maxcount","from.maj_groups","from.major_hub","from.non_hub","to.avg_stop_times","to.prov","to.count","to.groups","to.maxcount","to.maj_groups","to.major_hub","to.non_hub"
"1191","H","l.36",17,"Monday",1,"Y","IC",17,16,67,4,10,"wt.113",640.26589595376,"Bruxelles",645,"g9",660,"mg5","Y","N",123.80057803468,"Vlaams Brabant",110,"g3",300,"mg1","N","N"
"1192","L","l.25",17,"Monday",1,"Y","IC",9,16,67,4,10,"wt.113",634.16473988439,"Bruxelles",641,"g9",660,"mg5","Y","N",306.52312138728,"Antwerpen",253,"g3",300,"mg5","Y","N"
"1193","L","l.25",17,"Monday",1,"Y","IC",9,16,67,4,10,"wt.113",634.16473988439,"Bruxelles",641,"g9",660,"mg5","Y","N",306.52312138728,"Antwerpen",253,"g3",300,"mg5","Y","N"
"1194","H","l.0",17,"Monday",1,"Y","IC",15,16,67,4,10,"wt.113",634.16473988439,"Bruxelles",641,"g9",660,"mg5","Y","N",686.61560693642,"Bruxelles",660,"g9",660,"mg5","Y","N"
"1195","H","l.59",18,"Monday",0,"N","IC",10,15,75,8,10,"wt.113",309.01445086705,"Oost-Vlaanderen",343,"g2",343,"mg5","Y","N",80.534682080925,"Oost-Vlaanderen",85,"g2",343,"mg1","N","N"
"1196","L","l.50A",18,"Monday",0,"N","IC",10,15,75,7,10,"wt.113",164.41907514451,"West-Vlaanderen",183,"g11",183,"mg1","N","N",309.01445086705,"Oost-Vlaanderen",343,"g2",343,"mg5","Y","N"
"1197","L","l.12",19,"Monday",1,"N","IC",14,16,68,9,10,"wt.116",45.696531791908,"Antwerpen",29,"g8",334,"mg4","N","N",45.696531791908,"Antwerpen",29,"g8",334,"mg4","N","N"
"1198","H","l.35",19,"Monday",1,"N","IC",8,13,74,3,10,"wt.116",351.9161849711,"Vlaams Brabant",300,"g3",300,"mg5","Y","N",84.919075144509,"Vlaams Brabant",78,"g3",300,"mg1","N","N"
"1199","L","l.124",7,"Tuesday",1,"N","IC",11,9,92,12,3,"wt.143",123.60693641618,"Hainaut",60,"g10",97,"mg1","N","N",101.96242774566,"Hainaut",54,"g10",97,"mg3","N","N"
"1200","H","l.35",7,"Tuesday",1,"N","P",9,10,92,14,8,"wt.113",84.919075144509,"Vlaams Brabant",78,"g3",300,"mg1","N","N",123.80057803468,"Vlaams Brabant",110,"g3",300,"mg1","N","N"
"1201","H","l.36",7,"Tuesday",1,"N","IC",16,10,92,12,3,"wt.143",77.364161849711,"Vlaams Brabant",109,"g3",300,"mg1","N","N",351.9161849711,"Vlaams Brabant",300,"g3",300,"mg5","Y","N"
"1202","H","l.36",7,"Tuesday",1,"N","IC",16,10,92,12,3,"wt.143",77.364161849711,"Vlaams Brabant",109,"g3",300,"mg1","N","N",351.9161849711,"Vlaams Brabant",300,"g3",300,"mg5","Y","N"
"1203","L","l.124",7,"Tuesday",1,"Y","IC",11,10,93,13,8,"wt.116",98.78612716763,"Brabant Wallon",92,"g9",660,"mg1","N","N",686.61560693642,"Bruxelles",660,"g9",660,"mg5","Y","N"
"1204","L","l.50",7,"Tuesday",1,"N","S",28,11,92,12,2,"wt.248",156.13005780347,"Oost-Vlaanderen",152,"g1",152,"mg1","N","N",95.676300578035,"Bruxelles",63,"g9",660,"mg1","N","N"
"1205","L","l.50",7,"Tuesday",1,"Y","P",15,11,90,12,3,"wt.143",309.01445086705,"Oost-Vlaanderen",343,"g2",343,"mg5","Y","N",686.61560693642,"Bruxelles",660,"g9",660,"mg5","Y","N"
"1206","H","l.12",7,"Tuesday",1,"N","IC",14,10,93,14,10,"wt.116",45.696531791908,"Antwerpen",29,"g8",334,"mg4","N","N",467.98265895954,"Antwerpen",334,"g8",334,"mg5","Y","N"
"1207","L","l.36",7,"Tuesday",1,"N","IC",15,8,91,12,8,"wt.113",269.12427745665,"Liège",119,"g6",119,"mg1","N","N",351.9161849711,"Vlaams Brabant",300,"g3",300,"mg5","Y","N"
"1208","H","l.50",8,"Tuesday",0,"Y","P",11,12,86,14,4,"wt.113",11.973988439306,"Oost-Vlaanderen",12,"g1",152,"mg4","N","N",686.61560693642,"Bruxelles",660,"g9",660,"mg5","Y","N"
"1209","L","l.89",8,"Tuesday",0,"Y","IC",10,12,87,15,9,"wt.113",59.245664739884,"West-Vlaanderen",62,"g11",183,"mg1","N","N",634.16473988439,"Bruxelles",641,"g9",660,"mg5","Y","N"
"1210","L","l.50",8,"Tuesday",0,"Y","P",11,12,86,14,4,"wt.113",11.973988439306,"Oost-Vlaanderen",12,"g1",152,"mg4","N","N",686.61560693642,"Bruxelles",660,"g9",660,"mg5","Y","N"
"1211","H","l.50A",8,"Tuesday",0,"N","IC",10,13,82,14,10,"wt.113",164.41907514451,"West-Vlaanderen",183,"g11",183,"mg1","N","N",309.01445086705,"Oost-Vlaanderen",343,"g2",343,"mg5","Y","N"
"1212","H","l.36",8,"Tuesday",0,"Y","IC",16,11,87,14,4,"wt.113",351.9161849711,"Vlaams Brabant",300,"g3",300,"mg5","Y","N",640.26589595376,"Bruxelles",645,"g9",660,"mg5","Y","N"
"1213","H","l.35",8,"Tuesday",0,"Y","IC",16,10,88,15,5,"wt.113",180.59826589595,"Limburg",132,"g5",132,"mg1","N","N",640.26589595376,"Bruxelles",645,"g9",660,"mg5","Y","N"
"1214","H","l.36",9,"Tuesday",1,"Y","P",9,12,82,15,7,"wt.113",351.9161849711,"Vlaams Brabant",300,"g3",300,"mg5","Y","N",640.26589595376,"Bruxelles",645,"g9",660,"mg5","Y","N"
"1216","L","l.59",10,"Tuesday",2,"N","L",11,14,78,18,10,"wt.113",30.433526011561,"Antwerpen",9,"g8",334,"mg2","N","Y",71.193641618497,"Antwerpen",54,"g8",334,"mg3","N","N"
"1217","L","l.51",12,"Tuesday",4,"N","IC",4,18,59,16,10,"wt.113",164.41907514451,"West-Vlaanderen",183,"g11",183,"mg1","N","N",19.670520231214,"West-Vlaanderen",4,"g11",183,"mg2","N","Y"
"1218","L","l.51",12,"Tuesday",4,"N","IC",19,18,59,16,10,"wt.113",164.41907514451,"West-Vlaanderen",183,"g11",183,"mg1","N","N",19.670520231214,"West-Vlaanderen",4,"g11",183,"mg2","N","Y"
"1219","H","l.78",15,"Tuesday",3,"N","L",23,18,60,23,10,"wt.119",109.78901734104,"Hainaut",55,"g7",63,"mg3","N","N",71.514450867052,"Hainaut",38,"g7",63,"mg3","N","N"
"1220","L","l.75",16,"Tuesday",2,"N","IC",15,17,60,19,10,"wt.116",309.01445086705,"Oost-Vlaanderen",343,"g2",343,"mg5","Y","N",59.245664739884,"West-Vlaanderen",62,"g11",183,"mg1","N","N"
"1221","L","l.36",16,"Tuesday",2,"N","IC",15,16,71,17,10,"wt.116",269.12427745665,"Liège",119,"g6",119,"mg1","N","N",309.01445086705,"Oost-Vlaanderen",343,"g2",343,"mg5","Y","N"
"1222","L","l.26",16,"Tuesday",2,"Y","S",19,17,65,21,10,"wt.119",20.771676300578,"Bruxelles",26,"g9",660,"mg4","N","N",97.349710982659,"Bruxelles",116,"g9",660,"mg1","N","N"
"1223","L","l.26",16,"Tuesday",2,"Y","S",19,17,65,21,10,"wt.119",20.771676300578,"Bruxelles",26,"g9",660,"mg4","N","N",97.349710982659,"Bruxelles",116,"g9",660,"mg1","N","N"
"1224","L","l.26",16,"Tuesday",2,"Y","S",19,17,65,21,10,"wt.119",20.771676300578,"Bruxelles",26,"g9",660,"mg4","N","N",97.349710982659,"Bruxelles",116,"g9",660,"mg1","N","N"
"1225","L","l.94",16,"Tuesday",2,"N","S",20,16,65,21,10,"wt.119",182.09826589595,"Vlaams Brabant",139,"g9",660,"mg1","N","N",57.187861271676,"Hainaut",66,"g1",152,"mg1","N","N"
"1226","L","l.26",16,"Tuesday",2,"Y","S",19,17,65,21,10,"wt.119",20.771676300578,"Bruxelles",26,"g9",660,"mg4","N","N",97.349710982659,"Bruxelles",116,"g9",660,"mg1","N","N"
"1227","L","l.59",17,"Tuesday",1,"N","IC",15,16,62,19,10,"wt.113",80.534682080925,"Oost-Vlaanderen",85,"g2",343,"mg1","N","N",309.01445086705,"Oost-Vlaanderen",343,"g2",343,"mg5","Y","N"
"1228","H","l.124",17,"Tuesday",1,"Y","IC",11,16,66,21,10,"wt.113",634.16473988439,"Bruxelles",641,"g9",660,"mg5","Y","N",213.74566473988,"Hainaut",79,"g10",97,"mg1","N","N"
"1229","H","l.66",17,"Tuesday",1,"N","IC",16,17,64,19,10,"wt.113",35.274566473988,"West-Vlaanderen",29,"g11",183,"mg4","N","N",53.095375722543,"West-Vlaanderen",64,"g11",183,"mg1","N","N"
"1230","L","l.89",17,"Tuesday",1,"Y","IC",15,16,66,21,10,"wt.113",634.16473988439,"Bruxelles",641,"g9",660,"mg5","Y","N",59.245664739884,"West-Vlaanderen",62,"g11",183,"mg1","N","N"
"1231","L","l.26",17,"Tuesday",1,"N","S",19,16,66,21,10,"wt.113",20.771676300578,"Bruxelles",26,"g9",660,"mg4","N","N",20.771676300578,"Bruxelles",26,"g9",660,"mg4","N","N"
"1232","L","l.53",18,"Tuesday",0,"N","L",28,16,63,23,10,"wt.113",101.87283236994,"Oost-Vlaanderen",100,"g8",334,"mg1","N","N",64.190751445087,"Oost-Vlaanderen",69,"g2",343,"mg1","N","N"
"1233","L","l.50",19,"Tuesday",1,"Y","IC",23,14,70,21,10,"wt.113",634.16473988439,"Bruxelles",641,"g9",660,"mg5","Y","N",309.01445086705,"Oost-Vlaanderen",343,"g2",343,"mg5","Y","N"
"1234","L","l.96",19,"Tuesday",1,"Y","IC",8,12,78,19,10,"wt.113",61.78323699422,"Hainaut",44,"g10",97,"mg3","N","N",640.26589595376,"Bruxelles",645,"g9",660,"mg5","Y","N"
"1235","L","l.36",20,"Tuesday",2,"Y","IC",17,13,73,21,10,"wt.113",640.26589595376,"Bruxelles",645,"g9",660,"mg5","Y","N",123.80057803468,"Vlaams Brabant",110,"g3",300,"mg1","N","N"
"1236","L","l.35",20,"Tuesday",2,"N","IC",17,12,75,20,10,"wt.113",123.80057803468,"Vlaams Brabant",110,"g3",300,"mg1","N","N",84.919075144509,"Vlaams Brabant",78,"g3",300,"mg1","N","N"
"1237","L","l.35",20,"Tuesday",2,"N","IC",17,13,73,20,10,"wt.113",84.919075144509,"Vlaams Brabant",78,"g3",300,"mg1","N","N",180.59826589595,"Limburg",132,"g5",132,"mg1","N","N"
"1238","L","l.36",20,"Tuesday",2,"Y","IC",17,13,73,21,10,"wt.113",640.26589595376,"Bruxelles",645,"g9",660,"mg5","Y","N",84.919075144509,"Vlaams Brabant",78,"g3",300,"mg1","N","N"
"1239","L","l.59",23,"Tuesday",5,"N","IC",10,11,74,22,10,"wt.113",467.98265895954,"Antwerpen",334,"g8",334,"mg5","Y","N",309.01445086705,"Oost-Vlaanderen",343,"g2",343,"mg5","Y","N"
"1240","L","l.94",7,"Wednesday",1,"N","S",20,8,84,18,10,"wt.113",57.187861271676,"Hainaut",66,"g1",152,"mg1","N","N",182.09826589595,"Vlaams Brabant",139,"g9",660,"mg1","N","N"
"1241","L","l.51",7,"Wednesday",1,"N","IC",8,10,75,19,10,"wt.113",21.416184971098,"West-Vlaanderen",33,"g11",183,"mg3","N","N",164.41907514451,"West-Vlaanderen",183,"g11",183,"mg1","N","N"
"1242","H","l.124",7,"Wednesday",1,"N","S",28,8,82,19,10,"wt.113",51.696531791908,"Brabant Wallon",47,"g9",660,"mg3","N","N",21.728323699422,"Vlaams Brabant",18,"g9",660,"mg4","N","N"
"1243","H","l.36",7,"Wednesday",1,"Y","P",7,7,84,15,10,"wt.113",53.239884393064,"Liège",35,"g6",119,"mg3","N","N",640.26589595376,"Bruxelles",645,"g9",660,"mg5","Y","N"
"1244","L","l.89",8,"Wednesday",0,"Y","IC",10,10,77,19,10,"wt.113",59.245664739884,"West-Vlaanderen",62,"g11",183,"mg1","N","N",634.16473988439,"Bruxelles",641,"g9",660,"mg5","Y","N"
"1245","L","l.0",8,"Wednesday",0,"Y","IC",15,9,76,20,10,"wt.113",640.26589595376,"Bruxelles",645,"g9",660,"mg5","Y","N",634.16473988439,"Bruxelles",641,"g9",660,"mg5","Y","N"
"1246","H","l.36",8,"Wednesday",0,"Y","IC",15,9,75,18,10,"wt.113",351.9161849711,"Vlaams Brabant",300,"g3",300,"mg5","Y","N",640.26589595376,"Bruxelles",645,"g9",660,"mg5","Y","N"
"1247","L","l.25",8,"Wednesday",0,"N","S",28,9,73,19,10,"wt.113",67.687861271676,"Antwerpen",59,"g8",334,"mg1","N","N",306.52312138728,"Antwerpen",253,"g3",300,"mg5","Y","N"
"1248","H","l.36",8,"Wednesday",0,"Y","IC",16,9,75,18,10,"wt.113",351.9161849711,"Vlaams Brabant",300,"g3",300,"mg5","Y","N",640.26589595376,"Bruxelles",645,"g9",660,"mg5","Y","N"
"1249","L","l.0",8,"Wednesday",0,"Y","IC",16,9,76,20,10,"wt.113",640.26589595376,"Bruxelles",645,"g9",660,"mg5","Y","N",634.16473988439,"Bruxelles",641,"g9",660,"mg5","Y","N"
"1250","L","l.53",9,"Wednesday",1,"N","L",28,10,70,20,10,"wt.113",64.190751445087,"Oost-Vlaanderen",69,"g2",343,"mg1","N","N",101.87283236994,"Oost-Vlaanderen",100,"g8",334,"mg1","N","N"
"1252","L","l.35",9,"Wednesday",1,"Y","IC",16,9,66,18,10,"wt.113",180.59826589595,"Limburg",132,"g5",132,"mg1","N","N",640.26589595376,"Bruxelles",645,"g9",660,"mg5","Y","N"
"1253","L","l.50A",9,"Wednesday",1,"N","IC",16,11,68,21,10,"wt.113",78.488439306358,"Oost-Vlaanderen",91,"g2",343,"mg1","N","N",309.01445086705,"Oost-Vlaanderen",343,"g2",343,"mg5","Y","N"
"1254","L","l.25",13,"Wednesday",5,"N","S",28,13,51,24,10,"wt.113",25.106936416185,"Antwerpen",34,"g8",334,"mg3","N","N",67.687861271676,"Antwerpen",59,"g8",334,"mg1","N","N"
"1255","H","l.161",13,"Wednesday",5,"N","S",13,13,52,25,10,"wt.113",30.734104046243,"Brabant Wallon",36,"g4",114,"mg3","N","N",79.942196531792,"Brabant Wallon",25,"g4",114,"mg4","N","N"
"1256","L","l.96",13,"Wednesday",5,"Y","S",22,13,51,26,10,"wt.113",686.61560693642,"Bruxelles",660,"g9",660,"mg5","Y","N",49.054913294798,"Bruxelles",29,"g9",660,"mg4","N","N"
"1257","L","l.96",13,"Wednesday",5,"N","S",22,13,52,25,10,"wt.113",49.054913294798,"Bruxelles",29,"g9",660,"mg4","N","N",49.054913294798,"Vlaams Brabant",29,"g9",660,"mg4","N","N"
"1258","L","l.96",13,"Wednesday",5,"N","S",22,13,52,25,10,"wt.113",49.054913294798,"Vlaams Brabant",29,"g9",660,"mg4","N","N",49.054913294798,"Vlaams Brabant",29,"g9",660,"mg4","N","N"
"1259","L","l.96",13,"Wednesday",5,"N","S",22,13,52,25,10,"wt.113",49.054913294798,"Vlaams Brabant",29,"g9",660,"mg4","N","N",49.054913294798,"Vlaams Brabant",29,"g9",660,"mg4","N","N"
"1260","L","l.96",13,"Wednesday",5,"N","S",22,13,52,25,10,"wt.113",49.054913294798,"Vlaams Brabant",29,"g9",660,"mg4","N","N",182.09826589595,"Vlaams Brabant",139,"g9",660,"mg1","N","N"
"1261","L","l.50",13,"Wednesday",5,"Y","IC",16,13,51,26,10,"wt.113",640.26589595376,"Bruxelles",645,"g9",660,"mg5","Y","N",309.01445086705,"Oost-Vlaanderen",343,"g2",343,"mg5","Y","N"
"1262","L","l.161",14,"Wednesday",4,"N","S",15,13,52,24,10,"wt.113",253.4710982659,"Brabant Wallon",114,"g4",114,"mg1","N","N",30.734104046243,"Brabant Wallon",36,"g4",114,"mg3","N","N"
"1263","L","l.161",14,"Wednesday",4,"N","S",15,13,51,26,10,"wt.113",18.28323699422,"Bruxelles",19,"g9",660,"mg4","N","N",31.947976878613,"Bruxelles",38,"g9",660,"mg3","N","N"
"1264","L","l.36",15,"Wednesday",3,"Y","IC",16,14,51,27,10,"wt.113",640.26589595376,"Bruxelles",645,"g9",660,"mg5","Y","N",87.508670520231,"Vlaams Brabant",109,"g3",300,"mg1","N","N"
"1265","L","l.36",15,"Wednesday",3,"Y","IC",16,14,51,27,10,"wt.113",640.26589595376,"Bruxelles",645,"g9",660,"mg5","Y","N",87.508670520231,"Vlaams Brabant",109,"g3",300,"mg1","N","N"
"1266","L","l.53",18,"Wednesday",0,"N","IC",13,13,58,21,10,"wt.113",309.01445086705,"Oost-Vlaanderen",343,"g2",343,"mg5","Y","N",351.9161849711,"Vlaams Brabant",300,"g3",300,"mg5","Y","N"
"1267","H","l.124",18,"Wednesday",0,"Y","S",27,12,61,24,10,"wt.113",634.16473988439,"Bruxelles",641,"g9",660,"mg5","Y","N",48.872832369942,"Brabant Wallon",40,"g9",660,"mg3","N","N"
"1268","L","l.124",18,"Wednesday",0,"Y","IC",11,12,61,24,10,"wt.113",634.16473988439,"Bruxelles",641,"g9",660,"mg5","Y","N",101.96242774566,"Hainaut",54,"g10",97,"mg3","N","N"
"1269","H","l.15",22,"Wednesday",4,"N","IC",6,9,73,17,10,"wt.113",154.41329479769,"Antwerpen",98,"g3",300,"mg1","N","N",421.64450867052,"Antwerpen",322,"g8",334,"mg5","Y","N"
"1270","L","l.50",1,"Thursday",7,"N","S",28,7,83,17,10,"wt.113",39.121387283237,"Vlaams Brabant",30,"g8",334,"mg4","N","N",39.121387283237,"Vlaams Brabant",30,"g8",334,"mg4","N","N"
"1271","L","l.0",1,"Thursday",7,"Y","IC",20,7,83,17,10,"wt.113",95.676300578035,"Bruxelles",63,"g9",660,"mg1","N","N",634.16473988439,"Bruxelles",641,"g9",660,"mg5","Y","N"
"1272","H","l.75",6,"Thursday",2,"N","IC",10,6,88,14,10,"wt.113",153.11560693642,"West-Vlaanderen",116,"g11",183,"mg1","N","N",309.01445086705,"Oost-Vlaanderen",343,"g2",343,"mg5","Y","N"
"1273","L","l.37",7,"Thursday",1,"N","IC",15,4,91,13,10,"wt.116",87.130057803468,"Liège",28,"g6",119,"mg4","N","N",269.12427745665,"Liège",119,"g6",119,"mg1","N","N"
"1274","H","l.36",7,"Thursday",1,"N","IC",15,4,91,13,10,"wt.116",269.12427745665,"Liège",119,"g6",119,"mg1","N","N",351.9161849711,"Vlaams Brabant",300,"g3",300,"mg5","Y","N"
"1275","H","l.36",7,"Thursday",1,"Y","IC",15,5,84,12,10,"wt.113",351.9161849711,"Vlaams Brabant",300,"g3",300,"mg5","Y","N",640.26589595376,"Bruxelles",645,"g9",660,"mg5","Y","N"
"1276","L","l.0",7,"Thursday",1,"Y","IC",15,5,85,14,10,"wt.113",640.26589595376,"Bruxelles",645,"g9",660,"mg5","Y","N",634.16473988439,"Bruxelles",641,"g9",660,"mg5","Y","N"
"1277","L","l.0",7,"Thursday",1,"Y","IC",15,5,85,14,10,"wt.113",634.16473988439,"Bruxelles",641,"g9",660,"mg5","Y","N",686.61560693642,"Bruxelles",660,"g9",660,"mg5","Y","N"
"1278","L","l.37",7,"Thursday",1,"Y","IC",15,4,91,13,10,"wt.116",87.130057803468,"Liège",28,"g6",119,"mg4","N","N",634.16473988439,"Bruxelles",641,"g9",660,"mg5","Y","N"
"1279","H","l.36",7,"Thursday",1,"Y","IC",11,5,84,12,10,"wt.113",351.9161849711,"Vlaams Brabant",300,"g3",300,"mg5","Y","N",634.16473988439,"Bruxelles",641,"g9",660,"mg5","Y","N"
"1280","L","l.96",7,"Thursday",1,"Y","IC",19,5,85,15,10,"wt.113",182.09826589595,"Vlaams Brabant",139,"g9",660,"mg1","N","N",686.61560693642,"Bruxelles",660,"g9",660,"mg5","Y","N"
"1281","L","l.96",7,"Thursday",1,"N","IC",17,5,89,15,10,"wt.116",160.14161849711,"Hainaut",97,"g10",97,"mg1","N","N",76.800578034682,"Brabant Wallon",50,"g9",660,"mg3","N","N"
"1282","L","l.50",7,"Thursday",1,"Y","P",15,6,79,14,10,"wt.116",309.01445086705,"Oost-Vlaanderen",343,"g2",343,"mg5","Y","N",686.61560693642,"Bruxelles",660,"g9",660,"mg5","Y","N"
"1283","L","l.0",8,"Thursday",0,"Y","S",22,6,80,15,10,"wt.116",686.61560693642,"Bruxelles",660,"g9",660,"mg5","Y","N",634.16473988439,"Bruxelles",641,"g9",660,"mg5","Y","N"
"1284","L","l.25",8,"Thursday",0,"N","S",27,6,76,14,10,"wt.113",67.687861271676,"Antwerpen",59,"g8",334,"mg1","N","N",306.52312138728,"Antwerpen",253,"g3",300,"mg5","Y","N"
"1285","L","l.50",8,"Thursday",0,"Y","IC",16,7,74,14,10,"wt.113",309.01445086705,"Oost-Vlaanderen",343,"g2",343,"mg5","Y","N",640.26589595376,"Bruxelles",645,"g9",660,"mg5","Y","N"
"1286","L","l.26",8,"Thursday",0,"N","S",25,6,81,15,10,"wt.116",37.742774566474,"Vlaams Brabant",19,"g9",660,"mg4","N","N",37.742774566474,"Vlaams Brabant",19,"g9",660,"mg4","N","N"
"1287","H","l.89",8,"Thursday",0,"Y","IC",10,7,78,16,10,"wt.113",59.245664739884,"West-Vlaanderen",62,"g11",183,"mg1","N","N",634.16473988439,"Bruxelles",641,"g9",660,"mg5","Y","N"
"1288","H","l.0",10,"Thursday",2,"Y","IC",7,8,71,16,10,"wt.116",640.26589595376,"Bruxelles",645,"g9",660,"mg5","Y","N",634.16473988439,"Bruxelles",641,"g9",660,"mg5","Y","N"
"1289","H","l.53",10,"Thursday",2,"N","IC",16,8,72,14,10,"wt.116",351.9161849711,"Vlaams Brabant",300,"g3",300,"mg5","Y","N",309.01445086705,"Oost-Vlaanderen",343,"g2",343,"mg5","Y","N"
"1290","L","l.96",10,"Thursday",2,"Y","IC",21,8,71,16,10,"wt.116",686.61560693642,"Bruxelles",660,"g9",660,"mg5","Y","N",88.511560693642,"Hainaut",50,"g7",63,"mg3","N","N"
"1291","L","l.36",11,"Thursday",3,"Y","S",22,9,67,17,10,"wt.116",640.26589595376,"Bruxelles",645,"g9",660,"mg5","Y","N",351.9161849711,"Vlaams Brabant",300,"g3",300,"mg5","Y","N"
"1292","L","l.36",14,"Thursday",4,"Y","IC",15,11,64,20,10,"wt.122",640.26589595376,"Bruxelles",645,"g9",660,"mg5","Y","N",351.9161849711,"Vlaams Brabant",300,"g3",300,"mg5","Y","N"
"1293","L","l.161",15,"Thursday",3,"Y","S",19,11,65,21,10,"wt.122",59.682080924855,"Bruxelles",31,"g9",660,"mg4","N","N",142.60115606936,"Bruxelles",116,"g9",660,"mg1","N","N"
"1294","L","l.4",15,"Thursday",3,"N","IC",7,12,62,19,10,"wt.119",467.98265895954,"Antwerpen",334,"g8",334,"mg5","Y","N",421.64450867052,"Antwerpen",322,"g8",334,"mg5","Y","N"
"1295","L","l.26",16,"Thursday",2,"Y","S",19,11,67,20,10,"wt.122",20.771676300578,"Bruxelles",26,"g9",660,"mg4","N","N",97.349710982659,"Bruxelles",116,"g9",660,"mg1","N","N"
"1296","L","l.25",16,"Thursday",2,"N","IC",11,12,65,18,10,"wt.122",306.52312138728,"Antwerpen",253,"g3",300,"mg5","Y","N",421.64450867052,"Antwerpen",322,"g8",334,"mg5","Y","N"
"1297","L","l.25",16,"Thursday",2,"Y","IC",11,11,67,20,10,"wt.122",634.16473988439,"Bruxelles",641,"g9",660,"mg5","Y","N",467.98265895954,"Antwerpen",334,"g8",334,"mg5","Y","N"
"1298","H","l.36",17,"Thursday",1,"Y","P",7,11,69,20,10,"wt.119",640.26589595376,"Bruxelles",645,"g9",660,"mg5","Y","N",53.239884393064,"Liège",35,"g6",119,"mg3","N","N"
"1299","L","l.35",17,"Thursday",1,"N","P",9,11,70,17,10,"wt.119",351.9161849711,"Vlaams Brabant",300,"g3",300,"mg5","Y","N",32.473988439306,"Vlaams Brabant",15,"g3",300,"mg4","N","N"
"1300","L","l.96",17,"Thursday",1,"Y","IC",20,11,69,20,10,"wt.119",686.61560693642,"Bruxelles",660,"g9",660,"mg5","Y","N",182.09826589595,"Vlaams Brabant",139,"g9",660,"mg1","N","N"
"1301","L","l.89",17,"Thursday",1,"Y","S",26,11,69,20,10,"wt.119",686.61560693642,"Bruxelles",660,"g9",660,"mg5","Y","N",78.164739884393,"Oost-Vlaanderen",48,"g2",343,"mg3","N","N"
"1302","L","l.89",17,"Thursday",1,"Y","S",26,11,69,20,10,"wt.119",686.61560693642,"Bruxelles",660,"g9",660,"mg5","Y","N",78.164739884393,"Oost-Vlaanderen",48,"g2",343,"mg3","N","N"
"1303","L","l.89",17,"Thursday",1,"Y","S",26,11,69,20,10,"wt.119",686.61560693642,"Bruxelles",660,"g9",660,"mg5","Y","N",78.164739884393,"Oost-Vlaanderen",48,"g2",343,"mg3","N","N"
"1304","H","l.35",17,"Thursday",1,"Y","IC",17,11,69,20,10,"wt.119",640.26589595376,"Bruxelles",645,"g9",660,"mg5","Y","N",84.919075144509,"Vlaams Brabant",78,"g3",300,"mg1","N","N"
"1305","L","l.50A",17,"Thursday",1,"Y","P",15,11,69,20,10,"wt.119",640.26589595376,"Bruxelles",645,"g9",660,"mg5","Y","N",66.78901734104,"Oost-Vlaanderen",79,"g2",343,"mg1","N","N"
"1306","H","l.60",17,"Thursday",1,"N","S",28,11,69,20,10,"wt.119",38.589595375723,"Vlaams Brabant",36,"g8",334,"mg3","N","N",38.589595375723,"Vlaams Brabant",36,"g8",334,"mg3","N","N"
"1307","H","l.75-73",18,"Thursday",0,"N","IC",28,12,69,18,10,"wt.116",309.01445086705,"Oost-Vlaanderen",343,"g2",343,"mg5","Y","N",66.78901734104,"Oost-Vlaanderen",79,"g2",343,"mg1","N","N"
"1308","H","l.50A",18,"Thursday",0,"N","IC",10,12,65,21,10,"wt.113",164.41907514451,"West-Vlaanderen",183,"g11",183,"mg1","N","N",59.895953757225,"West-Vlaanderen",84,"g11",183,"mg1","N","N"
"1309","L","l.50A",19,"Thursday",1,"N","IC",7,12,73,17,10,"wt.116",309.01445086705,"Oost-Vlaanderen",343,"g2",343,"mg5","Y","N",164.41907514451,"West-Vlaanderen",183,"g11",183,"mg1","N","N"
"1310","H","l.50A",20,"Thursday",2,"N","IC",10,11,72,18,10,"wt.116",164.41907514451,"West-Vlaanderen",183,"g11",183,"mg1","N","N",309.01445086705,"Oost-Vlaanderen",343,"g2",343,"mg5","Y","N"
"1311","L","l.35",20,"Thursday",2,"N","IC",8,11,83,16,10,"wt.116",351.9161849711,"Vlaams Brabant",300,"g3",300,"mg5","Y","N",84.919075144509,"Vlaams Brabant",78,"g3",300,"mg1","N","N"
"1312","H","l.35",20,"Thursday",2,"Y","P",9,11,85,14,10,"wt.119",84.919075144509,"Vlaams Brabant",78,"g3",300,"mg1","N","N",640.26589595376,"Bruxelles",645,"g9",660,"mg5","Y","N"
"1313","H","l.35",20,"Thursday",2,"Y","IC",17,11,85,14,10,"wt.119",84.919075144509,"Vlaams Brabant",78,"g3",300,"mg1","N","N",640.26589595376,"Bruxelles",645,"g9",660,"mg5","Y","N"
"1314","H","l.139",20,"Thursday",2,"N","S",13,11,83,16,10,"wt.116",49.895953757225,"Vlaams Brabant",11,"g3",300,"mg2","N","Y",351.9161849711,"Vlaams Brabant",300,"g3",300,"mg5","Y","N"
"1315","L","l.0",20,"Thursday",2,"Y","IC",20,11,80,18,10,"wt.116",640.26589595376,"Bruxelles",645,"g9",660,"mg5","Y","N",634.16473988439,"Bruxelles",641,"g9",660,"mg5","Y","N"
